#	0
whaskier	NAME
necesita	NEEDS
los	0
siguientes	0
medicamentos	0
#	0
10mayo	0
#serviciopublico	0
oriana	NAME
whaskier	NAME
se	0
encuentra	0
en	0
el	0
hospital	0
irb	0
de	0
san	0
juan	0
de	0
los	0
m.necesita	NEEDS
los	0
siguient	0
...	0
#	0
10may	0
#serviciopublico	0
para	0
#orianawadskier	0
se	0
necesita	NEEDS
.	0
#	0
10nov	0
por	0
favor	0
,	0
ayudemos	NEEDS
a	0
la	0
colega	0
periodista	0
morella	NAME
ramírez	NAME
#serviciopublico	0
#escasez	0
#medicinas	0
-	0
...	0
#	0
10nov	0
por	0
favor	0
,	0
ayudemos	NEEDS
a	0
la	0
colega	0
periodista	0
morella	NAME
ramírez	NAME
#serviciopublico	0
#escasez	0
@yossetorresr	0
#	0
10nov	0
por	0
favor	0
,	0
ayudemos	NEEDS
a	0
la	0
periodista	0
morella	NAME
ramírez	NAME
#serviciopublico	0
#escasez	0
#medicinas	0
-	0
@yossetorresr	0
#	0
10nov	0
#serviciopublico	0
#felizjueves	0
se	0
solicita	NEEDS
para	0
paciente	NEEDS
en	0
terapia	0
intensiva	0
#caracas	0
0412-8257225	CONTACT
...	0
10	0
nuevos	0
autobuses	0
se	0
sumaran	0
a	0
la	0
flota	0
de	0
tuvisa	0
#serviciopublico	0
#autobusurbano	0
.@vitoriagasteiz	0
@	0
10nytp	0
sabes	0
que	0
el	0
adalat	0
oros	0
esta	0
compuesto	0
por	0
nifedipina	0
y	0
es	0
similar	0
a	0
:	0
-	0
cardiosol	0
lo-nifelan	0
cd-tensomax	0
lp	0
#serviciopublico	0
#	0
10oct	0
#serviciopublico	0
fundacionbadan	0
saludya0800	0
donatumed	0
donamed	0
_	0
v	0
#	0
10oct	0
#serviciopublico	0
@fundacionbadan	0
@saludya0800	0
@donatumed	0
@donamed_ve	0
#	0
10oct	0
#serviciopúblico	0
por	0
favor	0
necesito	NEEDS
urgente	NEEDS
bleomisina	MED
de	0
15	0
unidades	0
necesito	NEEDS
4	0
-	0
@mflores_0105	0
#	0
10oct	0
#serviciopúblico	0
por	0
favor	0
necesito	NEEDS
urgente	NEEDS
bleomisina	MED
de	0
15	0
unidades	0
necesito	NEEDS
4	0
--	0
mflores	0
_	0
0105	0
#	0
10s	0
en	0
@epilepsiavzlamg	MED
tenemos	OFFERS
meropenem	MED
para	0
donar	OFFERS
#serviciopublico	0
#paradonar	OFFERS
-	0
@cfgv1	0
#	0
10sep	0
#serviciopublico	0
se	0
solicita	NEEDS
#urgente	NEEDS
para	0
bebé	0
9	0
meses	0
keppra	MED
100mg/ml	MED
#caracas	LOC
04125748158	CONTACT
04241726726	CONTACT
#	0
10sep	0
#serviciopúblico	0
solicito	NEEDS
urgente	NEEDS
fenobarbital	MED
para	0
mi	0
abuelito	0
que	0
sufre	0
de	0
convulsiones SICK
.	0
@corazonymanos01	0
#	0
10s	0
#serviciopublico	0
#	0
10s	0
#serviciopúblico	0
#	0
10s	0
#serviciopúblico	0
necesito	NEEDS
nitropusiato	MED
ampolla	0
de	0
50	0
mg	MED
gracias	0
tlf	0
0426.5184647	CONTACT
o	0
0416.6072916	CONTACT
#	0
10s	0
#serviciopublico	0
necesito	NEEDS
urgente	NEEDS
para	0
mi	0
abuela	0
elantan	MED
long	0
de	0
50	0
mg	MED
,	0
parches	0
de	0
nitroderm	MED
-	0
@lugoalexa	0
#	0
10s	0
#serviciopublico	0
necesito	NEEDS
urgente	NEEDS
para	0
mi	0
abuela	0
elantan	MED
long	0
de	0
50	0
mg	MED
,	0
parches	0
de	0
nitroderm	MED
-	0
@raynerpenar	0
11/02/17	0
#serviciopúblicose	0
requieren	NEEDS
20	0
donantes	MED
sangre	MED
para	0
javier	NAME
sanchez	NAME
recluido	NEEDS
traumashock	SICK
chet	0
#valenciacontacto	0
:	0
@mcarrasquel_c	0
11/03/17	0
#serviciopublicose	0
necesita	NEEDS
albúmina	MED
humana	0
para	0
paciente	NEEDS
richard	NAME
durán	NAME
,	0
recluído	NEEDS
en	0
el	0
hospital	0
de	0
bejumacontacto	0
:	0
@joelroa93	0
11/03/17	0
#serviciopublicose	0
requiere	NEEDS
diaformina	MED
plus	0
5	0
y	0
concord	MED
2.5	0
mg	MED
contacto	0
:	0
@porlasvias	0
11:11	0
necesito	NEEDS
un	0
masaje	0
de	0
esos	0
que	0
terminan	0
en	0
sexo	0
.	0
#serviciopublico	0
🌺	0
11:29	0
h.	0
comienza	0
la	0
#primaverauna	0
estación	0
intensa	0
en	0
#sevilla	0
.	0
disfrútala	0
!!	0
a	0
tu	0
#serviciopúblicoos	0
deseamos	0
u	0
...	0
@	0
1185c1ad34bc4b7	0
buenos	0
días	0
.	0
por	0
favor	0
,	0
indíquenos	0
un	0
número	0
telefónico	0
para	0
ayudarlo	0
con	0
#serviciopúblico	0
.	0
#	0
11abr	0
#desaparecidos	0
#serviciopublico	0
se	0
busca	0
cualquier	0
informacion	0
de	0
jesus	NAME
urbaezaparecion	0
con	0
vidart	0
y	0
difu	0
...	0
#	0
11abr	0
#serviciopúblico	0
para	0
@rcamachovzla	0
buscamos	NEEDS
medicamentos	0
meloxican	MED
,	0
y	0
cefadroxilo	MED
de	0
500	0
mg	MED
#	0
11abr	0
#serviciopúblico	0
para	0
@rcamachovzla	0
buscamos	NEEDS
medicamentos	0
meloxican	MED
,	0
y	0
cefadroxilo	MED
de	0
500	0
mg	MED
-	0
@beadrian	0
...	0
#	0
11abr	0
#serviciopúblico	0
se	0
solicita	NEEDS
el	0
medicamento	0
solumedrol	MED
,	0
quien	0
esté	0
interesado	0
favor	0
comunicarse	0
-	0
@naghybe	0
...	0
#	0
11ago	0
#	0
1sepcallesinretorno	0
#serviciopublico	0
se	0
solicita	NEEDS
para	0
bebe	0
6	0
meses	0
cetirizina	MED
#caracas	LOC
0212-4241426	CONTACT
myteks	0
#	0
11ago	0
#serviciopublico	0
#	0
11ago	0
#serviciopúblico	0
se	0
necesita	NEEDS
urgente	NEEDS
trileptal	MED
300	0
o	0
600	0
mg	MED
llamar	0
al	0
04143274421	CONTACT
es	0
urgente	NEEDS
gracias	0
--	0
vía	0
@manosparavargas	0
#	0
11ago	0
#serviciopúblico	0
solicitan	NEEDS
urgente	NEEDS
en	0
guayana	NEEDS
setralina	MED
de	0
50	0
mg	MED
o	0
fluoxetina MED
de	0
20	0
mg	MED
comunicarse	0
al	0
0414-9571207	CONTACT
--	0
vía	0
@tomalotuyo927	0
#	0
11agosto	0
#rt	0
#medicina	0
#colabora	0
#serviciopublico	0
#ayudahumanitaria	0
#sosvzla	0
#venezuelatenecesita	0
...	0
11	0
años	0
informando11	0
años	0
cumpliendo	0
con	0
nuestro	0
cometido	0
de	0
#serviciopúblico	0
en	0
@cextremadura	0
📻	0
#	0
11dic	0
#serviciopúblico	0
se	0
requiere	NEEDS
prótesis	MED
biliar	MED
7fnx12cm	0
;	0
megace	MED
susp	0
40	0
mg	MED
y	0
gemzar	MED
amo	MED
1000	0
mg	MED
para	0
paciente	NEEDS
d	0
...	0
#	0
11d	0
#serviciopublico	0
se	0
necesitan	NEEDS
4	0
donantes	MED
sangre	MED
tipo	0
orh	0
+	0
para	0
padre	0
tte	0
luis	NAME
seijas	NAME
recluido	NEEDS
en	0
hula	0
inf	0
0424	0
...	0
#	0
11e	0
colabora	0
,	0
nunca	0
es	0
poco	0
lo	0
que	0
puedas	0
aportar	0
#serviciopublico	0
#	0
11e	0
#serviciopúblico	0
@ambientebqto	0
ofrece	OFFERS
servicio	0
de	0
profilaxia	MED
animal	0
gratuito	0
de	0
lun-vier	0
.	0
reporta	0
por	0
el	0
0800-imaubar	0
#	0
11e	0
#serviciopúblico	0
auxilio	NEEDS
3	0
meses	0
pidiendo	0
ayuda	NEEDS
mi	0
hna	0
necesita	NEEDS
novalde20mg	MED
4129773730	CONTACT
-	0
@ydiaz5	0
#	0
11e	0
#serviciopúblico	0
auxilio	NEEDS
3	0
meses	0
pidiendo	0
ayuda	NEEDS
mi	0
hna	0
necesita	NEEDS
novalde20mg	MED
4129773730	CONTACT
--	0
@ydiaz5	0
#	0
11e	0
#serviciopúblico	0
en	0
la	0
sede	0
de	0
@salud_bqto	0
tienen	0
disponible	OFFERS
lipacomb	MED
20-10	0
y	0
tofranil	MED
10	0
mg	MED
#	0
11f	0
#serviciopúblico	0
para	0
bebe	0
de	0
2	0
años	0
con	0
cáncer	SICK
se	0
necesita	NEEDS
carboplatino	MED
450	0
mg	MED
.	0
contacto	0
04244636611	CONTACT
mary	NAME
hernandez	NAME
-	0
@nandasalas	0
#	0
11f	0
#serviciopúblico	0
se	0
necesita	NEEDS
sos	0
*	0
ampollas	0
de	0
neupogen	MED
*	0
,	0
para	0
esposo	0
compañera	0
de	0
trabajo	0
-	0
@egutierrez999	0
11j	0
8.55	0
pm	0
internet	0
lenta	0
,	0
se	0
cae	0
conexion	0
¿	0
que	0
pasa	0
?	0
¿	0
sabotaje	0
?	0
¿	0
averia	0
?	0
¿	0
ineficiencia	0
?	0
¿	0
culillo	0
?	0
#serviciopublico	0
@contactocantv	0
@mppeuct	0
#	0
11julio	0
#serviciopublico	0
más	0
de	0
70	0
%	0
de	0
la	0
flota	0
está	0
paralizada	0
,	0
por	0
falta	0
de	0
repuesto	0
y	0
por	0
la	0
imposibilidad	0
de	0
r	0
...	0
#	0
11mar	0
#serviciopublico	0
#urgente	NEEDS
#	0
11mar	0
#serviciopublico	0
#urgente	NEEDS
mas	0
en	0
#	0
11mayo	0
necesito	NEEDS
ayuda	NEEDS
...	0
solo	0
dale	0
retweet	0
a	0
este	0
tweet	0
y	0
me	0
estarás	0
ayudando	0
...	0
gracias	0
!	0
#artrodar	0
#medicinas	0
...	0
#	0
11may	0
#servicio	0publico
se	0
requiere	NEEDS
avastin	MED
400	0
mg	MED
para	0
que	0
mamá	0
complete	0
su	0
tratamiento	0
contra	0
cáncer	SICK
de	0
ovario	0
.	0
v	0
...	0
#	0
11may	0
#serviciopúblico	0
se	0
solicita	NEEDS
el	0
siguiente	0
medicamento	0
#	0
11nov	0
#serviciopúblico	0
ciprofloxacina	MED
de	0
500	0
mg	MED
en	0
pastillas	0
para	0
familiar	0
de	0
@mailysequera	0
tlf	0
04143476456	CONTACT
#maracay	LOC
#aragua	LOC
#	0
11nov	0
#serviciopúblico	0
ciprofloxacina	MED
de	0
500	0
mg	MED
en	0
pastillas	0
para	0
familiar	0
de	0
mailysequera	NAME
tlf	0
04143476456	CONTACT
#maracay	LOC
#aragua	LOC
#	0
11oct	0
con	0
urgencia	NEEDS
se	0
solicita	NEEDS
medicamento	0
#serviciopublico	0
-	0
@oscarlolara	0
#	0
11oct	0
@dorjazz	0
busco	NEEDS
quetiapina	MED
de	0
25	0
mg	MED
con	0
urgencia	NEEDS
#medicinas	0
#ayuda	NEEDS
#serviciopublico	0
-	0
@jasonrobt	0
#	0
11oct	0
dorjazz	0
busco	NEEDS
quetiapina	MED
de	0
25	0
mg	MED
con	0
urgencia	0
#medicinas	0
#ayuda	0
#serviciopublico	0
--	0
jasonrobt	0
#	0
11oct	0
@reporteya	0
@diarioavanceweb	0
@laregionweb	0
@spvzla	0
@flapastillita	0
@fundacionbadan	0
con	0
urgencia	NEEDS
se	0
solicita	NEEDS
med	0
...	0
#	0
11oct	0
se	0
requiere	NEEDS
con	0
urgencia	NEEDS
trileptal	MED
u	0
oxcarbazepina	MED
,	0
kepra	MED
o	0
kopodex	MED
,	0
tegretol	MED
y	0
lamictal	MED
.	0
contacto	0
@zulogo	0
#serviciopúblico	0
#	0
11oct	0
#serviciopublico	0
#	0
11oct	0
#serviciopúblico	0
buenos	0
días	0
necesito	NEEDS
para	0
mi	0
madre	0
foradil	MED
/	0
miflonide	MED
de	0
200	0
o	0
400	0
y	0
berodual	MED
muchas	0
gracias	0
-	0
@krolay_f	0
#	0
11oct	0
#serviciopúblico	0
buenos	0
días	0
necesito	NEEDS
para	0
mi	0
madre	0
foradil	MED
/	0
miflonide	MED
de	0
200	0
o	0
400	0
y	0
berodual	MED
muchas	0
gracias	0
--	0
krolay	0
_	0
f	0
#	0
11oct	0
#serviciopúblico	0
#caracas	LOC
por	0
favor	0
,	0
se	0
necesita	NEEDS
con	0
cáracter	0
de	0
urgencia	NEEDS
@donantesangreve	0
#	0
11oct	0
#serviciopúblico	0
#caracas	LOC
por	0
favor	0
,	0
se	0
necesita	NEEDS
con	0
cáracter	0
de	0
urgencia	NEEDS
donantesangreve	0
#	0
11oct	0
#serviciopúblico	0
-	0
@globovision	0
#	0
11oct	0
#serviciopúblico	0
niño	0
de	0
6	0
años	0
necesita	NEEDS
medicinas	0
para	0
tumor	SICK
cerebral	SICK
-	0
@votabien	0
#	0
11oct	0
#serviciopúblico	0
niño	0
de	0
6	0
años	0
necesita	NEEDS
medicinas	0
para	0
tumor	SICK
cerebral	SICK
--	0
votabien	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
bactrim	MED
forte	0
-LRB-	0
sulfamethoxazole	MED
800	0
mg	MED
/	0
trimethoprim	MED
160	0
mg	MED
-RRB-	0
10tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
ceftabiol	MED
-LRB-	0
cefotaxime	MED
sodium	MED
1.0	0
g	0
-RRB-	0
1	0
inyectable	MED
#	0
11oct	0
#serviciopublico	0
se	0
dona	OFFERS
cipril	MED
-LRB-	0
lisinopril	MED
20	0
mg	MED
-RRB-	0
2tab	0
#	0
11oct	0
#serviciopublico	0
se	0
dona	OFFERS
cipril	MED
-LRB-	0
lisinopril	MED
20	0
mg	MED
-RRB-	0
2tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
colber	MED
h	0
-LRB-	0
bisoprolol	MED
fumarate	MED
5	0
mg	MED
/	0
hidrichlorothiazide	MED
6.25	0
mg	MED
-RRB-	0
16tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
colinorm	MED
-LRB-	0
clordiazepóxido	MED
hci	0
5	0
mg	MED
/	0
bromuro	MED
de	0
clidinio	MED
2.5	0
mg	MED
-RRB-	0
2tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
dalacin	MED
-LRB-	0
clindamicina	0
300	0
mg	MED
-RRB-	0
16tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
dansyl	MED
-LRB-	0
aminosidina	MED
125mg/5ml	MED
-RRB-	0
1	0
jarabe	MED
30	0
ml	MED
-LRB-	0
aminosidina	MED
250	0
mg	MED
-RRB-	0
4tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
diamenil	MED
g	0
-LRB-	0
metformina	MED
clorhidrato	MED
1000	0
mg	MED
-	0
glimepirina	MED
2	0
mg	MED
-RRB-	0
-	0
9tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
diamenil	MED
g	0
-LRB-	0
metformina	MED
clorhidrato	MED
1000	0
mg	MED
--	0
glimepirina	MED
2	0
mg	MED
-RRB-	0
--	0
9tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
eskapar	MED
-LRB-	0
nifuroxazida	MED
400	0
mg	MED
-RRB-	0
4tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
espironolactona	MED
100	0
mg	MED
--	0
10tab	0
#	0
11oct	0
#serviciopublico	0
se	0
dona	OFFERS
fortín	MED
-LRB-	0
pregabalina	MED
150	0
mg	MED
-RRB-	0
2tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
mimetix	MED
-LRB-	0
memantina	MED
clorhidrato	MED
10	0
mg	MED
-RRB-	0
15tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
neoflucan	MED
reflux	MED
-LRB-	0
mosaprida	MED
citrato	MED
5	0
mg	MED
-RRB-	0
3tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
nidaxil	MED
-LRB-	0
nitazoxanida	MED
-RRB-	0
4tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
pharmenisona	MED
-LRB-	0
prednisona	0
50	0
mg	MED
-RRB-	0
16tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
piracetam-prodes	MED
-LRB-	0
piracetam	MED
800	0
mg	MED
-RRB-	0
6tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
prelone	MED
-LRB-	0
prednisola/prednisolone	MED
5	0
mg	MED
-RRB-	0
2tab	0
#	0
11oct	0
#serviciopúblico	0
se	0
dona	OFFERS
resincolestiramina	MED
-LRB-	0
colestiramina	MED
4g	0
-RRB-	0
polvo	0
para	0
suspensión	0
oral	MED
--	0
4	0
sobres	0
#	0
11oct	0
#serviciopúblico	0
se	0
solicita	NEEDS
los	0
siguientes	0
medicamentos	0
para	0
paciente	NEEDS
en	0
puerto	LOC
ordaz	LOC
-	0
@justiciadorada	0
@ivanlobo	CONTACT
@fagonzalezo	CONTACT
04144455063	CONTACT
#donacion	0
04262722036041697	CONTACT
nros	0
ovacionve	0
#serviciopúblico	0
amlodipina	MED
atorvastatina	MED
clìnico	0
25mg2ml	0
@pzuban	CONTACT
@ramuchi35	CONTACT
@angeraymond	CONTACT
@fenixanony12	CONTACT
🆘	0
🆘	0
🆘	0
#serviciopublico	0
guri	LOC
#ponrcr	0
#viaaterna	0
#	0
3oct	0
diane	NAME
otro	0
socorrido	0
mazzei	NAME
@ramonmuchacho	CONTACT
#serviciopúblico	0
morro	0
@latertuliafm	CONTACT
@aulardaily	CONTACT
@fdayana	CONTACT
2017	0
rt	0
@cotufa55	CONTACT
#urgente	0
#serviciopublicopara	0
@twitter	0
colaboremos	0
activada	0
contacto	0
04263563966	CONTACT
lunvier	0
@usemistaas	0
macaracuay	LOC
gigantes	0
soluc	0
@jmarquezfand	CONTACT
demedicina	0
ayudarlos	0
2212	0
noticiaportatil	0
trancó	0
2850	0
#	0
12o	0
#urgente	0
#hospital	0
@luisbustamante1	CONTACT
450mglas	0
edinsonumbria	0
ketorolt	MED
#semanasanta2017	0
#preguntasquesiempremolestana	0
02524213834	CONTACT
@roja0205	CONTACT
moral	0
incibeen	0
@samerpclasrozas	CONTACT
@carlosmedicen	CONTACT
llanitocontacto	0
asmu84	0
colber	0
bandods	0
nistanina	MED
04142792531	CONTACT
#	0
04n	0
@ellisosorio7	CONTACT
azulpitone	MED
@fernandomh63	CONTACT
04268878355	CONTACT
#jesuselpobre	0
desd	0
avisarme	NEED
#serviciopublico	0
@descarlife1	CONTACT
@exussmed	CONTACT
@distchomeca	CONTACT
@falcomedicaplus	CONTACT
@drofarma	CONTACT
@invsantilud	CONTACT
templarioresist	0
0125	0
mg	0
#serviciopublicomedicina	0
0414019	0
gastritis	SICK
notificarme	NEED
04167073666	CONTACT
helena	NAME
psicólogo	0
mariafiuni	0
comodidad	0
vendo	0
pregabalina150mgs	0
solechesolum	0
transportar	0
refrigeradas	0
#serviciosocial	0
424705	0
@lugoalexa	CONTACT
#serviciopúblico	0
tepedino	NAME
interesadas	0
🆘	0
#serviciopublico	0
🆘	0
#maracaibourge	0
1500079500	0
esresonante	0
@leninalfonso	CONTACT
@laocaloca	CONTACT
9250811	0
@donaloya	CONTACT
aplican	0
@missayna	0
farmatotallse	0
platosin	MED
@everlinquintero	CONTACT
#serviciopublicole	0
perfluorodecalin	MED
@prensademonagas	CONTACT
@rtldsds	CONTACT
04148982886	CONTACT
@elregionalzulia	CONTACT
cesarobertein	0
#serviciopúblico	0
#	0
27junio	0
@lecarlesr	CONTACT
04142501935	CONTACT
#oaxaca	0
@voorhees5jason	CONTACT
@nviera1	CONTACT
icabaru	0
verific	0
volvieron	0
acidofolico	MED
04140203680	CONTACT
ipimenemvalixa450	MED
1878	0
duinconsueloc	0
#maracay	LOC
aliciagaleanoc	NAME
losartan	MED
losartan100mg	MED
plavix	MED
plavix75mg	MED
@keycova	CONTACT
04141133071	CONTACT
yumira	NAME
pediátrico	0
domicilio	0
magica991	0
pozccs	0
paganmos	0
04143370225	CONTACT
0414403881	CONTACT
difundir@porlagoma	0
8187533	0
mgmabthera	0
#eudrin	0
gtgtgt	0
🆘	0
@nescordero19	CONTACT
@gestionpueblove	CONTACT
04244146525	CONTACT
@charlestpowell	CONTACT
#regrann	0
04245444206	CONTACT
@isabel3101	CONTACT
@getrepostdifundimos	CONTACT
naguanagua	LOC
@dulcesplaceres	CONTACT
04166430838	CONTACT
dime	0
@alegresenel	CONTACT
@traficovv	CONTACT
reemplazo	NEEDS
@joimars	CONTACT
cráneo	0
antibiótico	MED
cefadroxilo	MED
#serviciopúblicohagamos	0
antialérgico	MED
100mgmmantina10mg	0
nimodipina	MED
nimodipina30mg	MED
@chateingsupremo	CONTACT
encuentr	0
videollamadas	0
@terravilenos	CONTACT
comentario	0
#parodetransportedía	0
actriz	0
méridaal	0
conciert	0
pradraxa	MED
infiel	0
xr750	0
renny	NAME
ganará	0
#galvus	0
@pedroantoniorm	CONTACT
04129115209	CONTACT
#makeupartist	0
@shermanmartinez	CONTACT
trivastal	MED
@iadrisan	CONTACT
#bqtosolidaria	0
@ihaem	CONTACT
@einaclonai	CONTACT
#serviciopúblico	0
02129450181	CONTACT
lindilan	MED
@brandy1960	CONTACT
#serviciopublico	0
@solomaracuchos	CONTACT
hoynoticia13tv	0
@rafaelguayaba	CONTACT
@rosapmg	CONTACT
inmunológico	0
2511	0
gabaldon	NAME
#jesusmuñoz	0
timbì	0
@fdiabetclub	0
@	0
21thmay	0
@yoyita28	CONTACT
obrero	0
tataki	0
caguas	LOC
04142853377	CONTACT
#silladerueda	0
@asfaltadorag	CONTACT
#atención	0
@adrianas1	CONTACT
Levofloxacino	MED
chiquinquirá	NAME
xyloproct	MED
karlajimenezdevielma	NAME
zuliano73hoy	0
2añitos	0
@verorengifo	CONTACT
04244286016	CONTACT
@ivettetss	CONTACT
#orientacionciudadana	0
@lahistoriade	CONTACT
#heladas	0
@anmari2012	CONTACT
aprepit	0
@chc31vamos	CONTACT
@bladi649	CONTACT
asmático	SICK
miflodine	MED
@cathyca	CONTACT
admón	0
850gr	0
hemovac	MED
@guacherna12	CONTACT
recurso	0
thais	NAME
chiquitolina	0
@reyroots	CONTACT
tipos	0
dislocaron	SICK
plox	0
venecianas	0
dayvicastellano	NAME
@anaisjoseb	CONTACT
04245461694	CONTACT
puedenes	0
@noritayanes78	CONTACT
clíndamicina	MED
#ayudaalatiti	0
babanco	NAME
molero	NAME
@barretohect	CONTACT
04142466212	CONTACT
@g1	CONTACT
@micheltemer	CONTACT
territorio	0
ofrecerlo	OFFERS
@cecyrigaud	CONTACT
troyanopay	0
bmcargo	0
@lcsuzzarini	CONTACT
02418398380	CONTACT
04148058129	CONTACT
visitas	0
20mgs	0
27oct	0
senecesita	0
@nesacardenas	CONTACT
04143295145	CONTACT
042419709	CONTACT
smartphone	0
quimiodlb	0
@illenysc	CONTACT
@mawiib	CONTACT
agranitis	0
04121231514	CONTACT
hidre	0
@elyelyrodriguez	0
analgésico	MED
@daricontreras7	CONTACT
transulon	0
@lavozcomar	CONTACT
04242898481	CONTACT
potes	0
#	0
9jul	0
sarina	NAME
confiar	0
2269066	0
articulada	0
favor	0
04249274353	CONTACT
piloncito	0
#instagram	0
0414272388	CONTACT
@mbialcaldia	CONTACT
gasté	0
@geicy09	CONTACT
@deglysop	CONTACT
bekousdavid	0
@dikavzla	CONTACT
aviseme	NEEDS
alejandrina	NAME
defiende	0
04243243113	CONTACT
aldana	0
@airam2003	CONTACT
@isaacdmc	CONTACT
04140070931	CONTACT
@cic	CONTACT
04143852791	CONTACT
epoetina	MED
@zujeyluna10	CONTACT
#aspirinainfantil	0
microsert	MED
@evelyken	CONTACT
maracaibo	LOC
trafic	0
#serviciopublico 0
velasquez NAME
04164372510	CONTACT
md	0
epiduo	0
albepir	0
recayó	0
finanzas	0
#donanteso	0
apendicitis	SICK
nuñez	NAME
#meneolaboral	0
04122280644	CONTACT
pemetrexed	MED
5915044	0
incumple	0
merryprado09	0
amnistía	0
metren	0
ondajaen	0
#porla	0
vocacion	0
favor	0
#medicina	0
#vacunafiebreamarilla	0
#serviciopúblico	0
#maracaibo	LOC
profesora	0
@mtovar56	CONTACT
@jeanrequena	CONTACT
#ghostbusters	0
@daviddfr	CONTACT
compartit	0
aramis	0
04140511150	CONTACT
juanmantilla	NAME
grita	0
kors	0
#gianniscovino	0
cayeron	0
@gochacanaria	CONTACT
sodica	0
@efraingarciafr1	CONTACT
@angienavarromx	CONTACT
lecherias	LOC
gtgt	0
zulay	NAME
@alerta171bol	CONTACT
#	0
20jun	0
04166109600	CONTACT
04269175677	CONTACT
excasos	0
gomez	NAME
carga	0
gástrica	SICK
metro	0
@tellanator	CONTACT
#serviciopúblicosu	0
diabéticos	SICK
@jamesbreiner	CONTACT
@marcovblanco	CONTACT
#	0
18jul	0
@cruzrojatach	CONTACT
#donatusmedicamen	0
ccsmad	0
04146857653	CONTACT
73976	0
@adrianahv	CONTACT
#difenilhidantoina MED
leucemia	SICK
embestido	0
04127802156	CONTACT
nuevaei	0
#serviciopublico	0
@rescatecarabobo	CONTACT
tetraciclina	MED
ponteensuszapatos	0
#publicservice	0
milrinone	MED
#lacastellana	LOC
#testosterona	0
vnzlnrt	0
notifica	0
@arrobastyle	CONTACT
trileptal	MED
flutixair	MED
aerosol	0
tratamientotuiteros	0
#serviciopublico	0
#ayudahumanitaria	0
@maryvzlna	CONTACT
carvedilol	MED
carvedilol125mg	MED
mercedes	NAME
@kalivolcan	CONTACT
